Level 1,Level 2,Level 3,Measure Names,NegPos_Number,List of Values,Measure Values
2018SP,Foreign Language--L5017,,Retention Rate,0 Days,All,0.865882353
2018SP,Foreign Language--L5017,,Number Retained,0 Days,All,368
2018SP,Foreign Language--L5017,,Ftes/Ftef,0 Days,All,15.295805740
2018SP,Foreign Language--L5017,,Current Fill Rate,0 Days,All,0.760223048
2018SP,Foreign Language--L5017,,Census Fill Rate,0 Days,All,0.760223048
2018SP,Foreign Language--L5017,,Census Enrollment,0 Days,All,409
2018SP,Foreign Language--L5017,,Number Successful,0 Days,All,322
2018SP,Foreign Language--L5017,,Ftef,0 Days,All,4.53
2018SP,Foreign Language--L5017,,Ftes,0 Days,All,69.29
2018SP,Foreign Language--L5017,,Enrollment Capacity,0 Days,All,538
2018SP,Foreign Language--L5017,,Count of Migrated Data,0 Days,All,15
2018SP,Foreign Language--L5017,,Current Enrollment,0 Days,All,409
2018SP,Foreign Languages--B5017,,Wsch/Ftef,0 Days,All,457.908847185
2018SP,Foreign Languages--B5017,,Success Rate,0 Days,All,0.846153846
2018SP,Foreign Languages--B5017,,Sec. Count,0 Days,All,6
2018SP,Foreign Languages--B5017,,Retention Rate,0 Days,All,0.875739645
2018SP,Foreign Languages--B5017,,Number Retained,0 Days,All,148
2018SP,Foreign Languages--B5017,,Ftes/Ftef,0 Days,All,15.265415550
2018SP,Foreign Languages--B5017,,Current Fill Rate,0 Days,All,0.825471698
2018SP,Foreign Languages--B5017,,Census Fill Rate,0 Days,All,0.825471698
2018SP,Foreign Languages--B5017,,Census Enrollment,0 Days,All,175
2018SP,Foreign Languages--B5017,,Number Successful,0 Days,All,143
2018SP,Foreign Languages--B5017,,Ftef,0 Days,All,1.865
2018SP,Foreign Languages--B5017,,Ftes,0 Days,All,28.47
2018SP,Foreign Languages--B5017,,Enrollment Capacity,0 Days,All,212
2018SP,Foreign Languages--B5017,,Count of Migrated Data,0 Days,All,6
2018SP,Foreign Languages--B5017,,Current Enrollment,0 Days,All,175
2018SP,Human Services--L5004,,Wsch/Ftef,0 Days,All,480
2018SP,Human Services--L5004,,Success Rate,0 Days,All,0.741935484
2018SP,Human Services--L5004,,Sec. Count,0 Days,All,2
2018SP,Human Services--L5004,,Retention Rate,0 Days,All,0.887096774
2018SP,Human Services--L5004,,Number Retained,0 Days,All,55
2018SP,Human Services--L5004,,Ftes/Ftef,0 Days,All,16
2018SP,Human Services--L5004,,Current Fill Rate,0 Days,All,1
2018SP,Human Services--L5004,,Census Fill Rate,0 Days,All,1
2018SP,Human Services--L5004,,Census Enrollment,0 Days,All,60
2018SP,Human Services--L5004,,Number Successful,0 Days,All,46
2018SP,Human Services--L5004,,Ftef,0 Days,All,0.4
2018SP,Human Services--L5004,,Ftes,0 Days,All,6.4
2018SP,Human Services--L5004,,Enrollment Capacity,0 Days,All,60
2018SP,Human Services--L5004,,Count of Migrated Data,0 Days,All,2
2018SP,Human Services--L5004,,Current Enrollment,0 Days,All,60
2018SP,Humanistic Studies--B5014,,Wsch/Ftef,0 Days,All,381.666666667
2018SP,Humanistic Studies--B5014,,Success Rate,0 Days,All,0.576470588
2018SP,Humanistic Studies--B5014,,Sec. Count,0 Days,All,3
2018SP,Humanistic Studies--B5014,,Retention Rate,0 Days,All,0.811764706
2018SP,Humanistic Studies--B5014,,Number Retained,0 Days,All,69
2018SP,Humanistic Studies--B5014,,Ftes/Ftef,0 Days,All,12.75
2018SP,Humanistic Studies--B5014,,Current Fill Rate,0 Days,All,0.616666667
2018SP,Humanistic Studies--B5014,,Census Fill Rate,0 Days,All,0.616666667
2018SP,Humanistic Studies--B5014,,Census Enrollment,0 Days,All,74
2018SP,Humanistic Studies--B5014,,Number Successful,0 Days,All,49
2018SP,Humanistic Studies--B5014,,Ftef,0 Days,All,0.6
2018SP,Humanistic Studies--B5014,,Ftes,0 Days,All,7.65
2018SP,Humanistic Studies--B5014,,Enrollment Capacity,0 Days,All,120
2018SP,Humanistic Studies--B5014,,Count of Migrated Data,0 Days,All,3
2018SP,Humanistic Studies--B5014,,Current Enrollment,0 Days,All,74
2018SP,Humanistic Studies--L5014,,Wsch/Ftef,0 Days,All,482.5
2018SP,Humanistic Studies--L5014,,Success Rate,0 Days,All,0.773584906
2018SP,Humanistic Studies--L5014,,Sec. Count,0 Days,All,10
2018SP,Humanistic Studies--L5014,,Retention Rate,0 Days,All,0.886792453
2018SP,Humanistic Studies--L5014,,Number Retained,0 Days,All,282
2018SP,Humanistic Studies--L5014,,Ftes/Ftef,0 Days,All,16.095
2018SP,Humanistic Studies--L5014,,Current Fill Rate,0 Days,All,0.800524934
2018SP,Humanistic Studies--L5014,,Census Fill Rate,0 Days,All,0.800524934
2018SP,Humanistic Studies--L5014,,Census Enrollment,0 Days,All,305
2018SP,Humanistic Studies--L5014,,Number Successful,0 Days,All,246
2018SP,Humanistic Studies--L5014,,Ftef,0 Days,All,2
2018SP,Humanistic Studies--L5014,,Ftes,0 Days,All,32.19
2018SP,Humanistic Studies--L5014,,Enrollment Capacity,0 Days,All,381
2018SP,Humanistic Studies--L5014,,Count of Migrated Data,0 Days,All,10
2018SP,Humanistic Studies--L5014,,Current Enrollment,0 Days,All,305
2018SP,Industrial Technology--L6012,,Wsch/Ftef,0 Days,All,379.194116746
2018SP,Industrial Technology--L6012,,Success Rate,0 Days,All,0.830747532
2018SP,Industrial Technology--L6012,,Sec. Count,0 Days,All,37
2018SP,Industrial Technology--L6012,,Retention Rate,0 Days,All,0.915373766
2018SP,Industrial Technology--L6012,,Number Retained,0 Days,All,649
2018SP,Industrial Technology--L6012,,Ftes/Ftef,0 Days,All,12.636739697
2018SP,Industrial Technology--L6012,,Current Fill Rate,0 Days,All,0.326448137
2018SP,Industrial Technology--L6012,,Census Fill Rate,0 Days,All,0.326448137
2018SP,Industrial Technology--L6012,,Census Enrollment,0 Days,All,727
2018SP,Industrial Technology--L6012,,Number Successful,0 Days,All,589
2018SP,Industrial Technology--L6012,,Ftef,0 Days,All,6.527
2018SP,Industrial Technology--L6012,,Ftes,0 Days,All,82.48
2018SP,Industrial Technology--L6012,,Enrollment Capacity,0 Days,All,2227
2018SP,Industrial Technology--L6012,,Count of Migrated Data,0 Days,All,37
2018SP,Industrial Technology--L6012,,Current Enrollment,0 Days,All,727
2018SP,Intercollegiate Athletics--L7005,,Wsch/Ftef,0 Days,All,369.363166954
2018SP,Intercollegiate Athletics--L7005,,Success Rate,0 Days,All,0.941489362
2018SP,Intercollegiate Athletics--L7005,,Sec. Count,0 Days,All,9
2018SP,Intercollegiate Athletics--L7005,,Retention Rate,0 Days,All,0.952127660
2018SP,Intercollegiate Athletics--L7005,,Number Retained,0 Days,All,179
2018SP,Intercollegiate Athletics--L7005,,Ftes/Ftef,0 Days,All,12.623063683
2018SP,Intercollegiate Athletics--L7005,,Current Fill Rate,0 Days,All,0.362790698
2018SP,Intercollegiate Athletics--L7005,,Census Fill Rate,0 Days,All,0.362790698
2018SP,Intercollegiate Athletics--L7005,,Census Enrollment,0 Days,All,156
2018SP,Intercollegiate Athletics--L7005,,Number Successful,0 Days,All,177
2018SP,Intercollegiate Athletics--L7005,,Ftef,0 Days,All,2.905
2018SP,Intercollegiate Athletics--L7005,,Ftes,0 Days,All,36.67
2018SP,Intercollegiate Athletics--L7005,,Enrollment Capacity,0 Days,All,430
2018SP,Intercollegiate Athletics--L7005,,Count of Migrated Data,0 Days,All,9
2018SP,Intercollegiate Athletics--L7005,,Current Enrollment,0 Days,All,156
2018SP,Learning Skills--L7002,,Wsch/Ftef,0 Days,All,209.411764706
2018SP,Learning Skills--L7002,,Success Rate,0 Days,All,0.583333333
2018SP,Learning Skills--L7002,,Sec. Count,0 Days,All,2
2018SP,Learning Skills--L7002,,Retention Rate,0 Days,All,0.875
2018SP,Learning Skills--L7002,,Number Retained,0 Days,All,21
2018SP,Learning Skills--L7002,,Ftes/Ftef,0 Days,All,6.964705882
2018SP,Learning Skills--L7002,,Current Fill Rate,0 Days,All,0.436363636
2018SP,Learning Skills--L7002,,Census Fill Rate,0 Days,All,0.436363636
2018SP,Learning Skills--L7002,,Census Enrollment,0 Days,All,24
2018SP,Learning Skills--L7002,,Number Successful,0 Days,All,14
2018SP,Learning Skills--L7002,,Ftef,0 Days,All,0.425
2018SP,Learning Skills--L7002,,Ftes,0 Days,All,2.96
2018SP,Learning Skills--L7002,,Enrollment Capacity,0 Days,All,55
2018SP,Learning Skills--L7002,,Count of Migrated Data,0 Days,All,2
2018SP,Learning Skills--L7002,,Current Enrollment,0 Days,All,24
2018SP,Mathematics--B5009,,Wsch/Ftef,0 Days,All,435.389386630
2018SP,Mathematics--B5009,,Success Rate,0 Days,All,0.573971079
2018SP,Mathematics--B5009,,Sec. Count,0 Days,All,33
2018SP,Mathematics--B5009,,Retention Rate,0 Days,All,0.745272525
2018SP,Mathematics--B5009,,Number Retained,0 Days,All,670
2018SP,Mathematics--B5009,,Ftes/Ftef,0 Days,All,14.517574087
2018SP,Mathematics--B5009,,Current Fill Rate,0 Days,All,0.409223301
2018SP,Mathematics--B5009,,Census Fill Rate,0 Days,All,0.409223301
2018SP,Mathematics--B5009,,Census Enrollment,0 Days,All,843
2018SP,Mathematics--B5009,,Number Successful,0 Days,All,516
2018SP,Mathematics--B5009,,Ftef,0 Days,All,11.608
2018SP,Mathematics--B5009,,Ftes,0 Days,All,168.52
2018SP,Mathematics--B5009,,Enrollment Capacity,0 Days,All,2060
2018SP,Mathematics--B5009,,Count of Migrated Data,0 Days,All,33
2018SP,Mathematics--B5009,,Current Enrollment,0 Days,All,843
2018SP,Mathematics--L5009,,Wsch/Ftef,0 Days,All,427.547509830
2018SP,Mathematics--L5009,,Success Rate,0 Days,All,0.617782910
2018SP,Mathematics--L5009,,Sec. Count,0 Days,All,66
2018SP,Mathematics--L5009,,Retention Rate,0 Days,All,0.787528868
2018SP,Mathematics--L5009,,Number Retained,0 Days,All,1364
2018SP,Mathematics--L5009,,Ftes/Ftef,0 Days,All,14.254587156
2018SP,Mathematics--L5009,,Current Fill Rate,0 Days,All,0.409840039
2018SP,Mathematics--L5009,,Census Fill Rate,0 Days,All,0.409840039
2018SP,Mathematics--L5009,,Census Enrollment,0 Days,All,1691
2018SP,Mathematics--L5009,,Number Successful,0 Days,All,1070
2018SP,Mathematics--L5009,,Ftef,0 Days,All,24.416
2018SP,Mathematics--L5009,,Ftes,0 Days,All,348.04
2018SP,Mathematics--L5009,,Enrollment Capacity,0 Days,All,4126
2018SP,Mathematics--L5009,,Count of Migrated Data,0 Days,All,66
2018SP,Mathematics--L5009,,Current Enrollment,0 Days,All,1691
2018SP,Music--B5003,,Wsch/Ftef,0 Days,All,225
2018SP,Music--B5003,,Success Rate,0 Days,All,0.710526316
2018SP,Music--B5003,,Sec. Count,0 Days,All,2
2018SP,Music--B5003,,Retention Rate,0 Days,All,0.842105263
2018SP,Music--B5003,,Number Retained,0 Days,All,32
2018SP,Music--B5003,,Ftes/Ftef,0 Days,All,7.525
2018SP,Music--B5003,,Current Fill Rate,0 Days,All,0.3625
2018SP,Music--B5003,,Census Fill Rate,0 Days,All,0.3625
2018SP,Music--B5003,,Census Enrollment,0 Days,All,29
2018SP,Music--B5003,,Number Successful,0 Days,All,27
2018SP,Music--B5003,,Ftef,0 Days,All,0.4
2018SP,Music--B5003,,Ftes,0 Days,All,3.01
2018SP,Music--B5003,,Enrollment Capacity,0 Days,All,80
2018SP,Music--B5003,,Count of Migrated Data,0 Days,All,2
2018SP,Music--B5003,,Current Enrollment,0 Days,All,29
2018SP,Music-L5003,,Wsch/Ftef,0 Days,All,411.358274351
2018SP,Music-L5003,,Success Rate,0 Days,All,0.725563910
2018SP,Music-L5003,,Sec. Count,0 Days,All,34
2018SP,Music-L5003,,Retention Rate,0 Days,All,0.868421053
2018SP,Music-L5003,,Number Retained,0 Days,All,693
2018SP,Music-L5003,,Ftes/Ftef,0 Days,All,13.756319515
2018SP,Music-L5003,,Current Fill Rate,0 Days,All,0.582945736
2018SP,Music-L5003,,Census Fill Rate,0 Days,All,0.582945736
2018SP,Music-L5003,,Census Enrollment,0 Days,All,752
2018SP,Music-L5003,,Number Successful,0 Days,All,579
2018SP,Music-L5003,,Ftef,0 Days,All,5.934
2018SP,Music-L5003,,Ftes,0 Days,All,81.63
2018SP,Music-L5003,,Enrollment Capacity,0 Days,All,1290
2018SP,Music-L5003,,Count of Migrated Data,0 Days,All,34
2018SP,Music-L5003,,Current Enrollment,0 Days,All,752
2018SP,Nursing--L6004,,Wsch/Ftef,0 Days,All,192.003105590
2018SP,Nursing--L6004,,Success Rate,0 Days,All,0.954455446
2018SP,Nursing--L6004,,Sec. Count,0 Days,All,18
2018SP,Nursing--L6004,,Retention Rate,0 Days,All,0.980198020
2018SP,Nursing--L6004,,Number Retained,0 Days,All,495
2018SP,Nursing--L6004,,Ftes/Ftef,0 Days,All,6.399068323
2018SP,Nursing--L6004,,Current Fill Rate,0 Days,All,0.771065183
2018SP,Nursing--L6004,,Census Fill Rate,0 Days,All,0.756756757
2018SP,Nursing--L6004,,Census Enrollment,0 Days,All,476
2018SP,Nursing--L6004,,Number Successful,0 Days,All,482
2018SP,Nursing--L6004,,Ftef,0 Days,All,12.88
2018SP,Nursing--L6004,,Ftes,0 Days,All,82.42
2018SP,Nursing--L6004,,Enrollment Capacity,0 Days,All,629
2018SP,Nursing--L6004,,Count of Migrated Data,0 Days,All,18
2018SP,Nursing--L6004,,Current Enrollment,0 Days,All,485
2018SP,Physical Education--L5018,,Wsch/Ftef,0 Days,All,495.735072755
2018SP,Physical Education--L5018,,Success Rate,0 Days,All,0.798657718
2018SP,Physical Education--L5018,,Sec. Count,0 Days,All,42
2018SP,Physical Education--L5018,,Retention Rate,0 Days,All,0.906040268
2018SP,Physical Education--L5018,,Number Retained,0 Days,All,540
2018SP,Physical Education--L5018,,Ftes/Ftef,0 Days,All,16.517812343
2018SP,Physical Education--L5018,,Current Fill Rate,0 Days,All,0.373659118
2018SP,Physical Education--L5018,,Census Fill Rate,0 Days,All,0.373659118
2018SP,Physical Education--L5018,,Census Enrollment,0 Days,All,627
2018SP,Physical Education--L5018,,Number Successful,0 Days,All,476
2018SP,Physical Education--L5018,,Ftef,0 Days,All,3.986
2018SP,Physical Education--L5018,,Ftes,0 Days,All,65.84
2018SP,Physical Education--L5018,,Enrollment Capacity,0 Days,All,1678
2018SP,Physical Education--L5018,,Count of Migrated Data,0 Days,All,42
2018SP,Physical Education--L5018,,Current Enrollment,0 Days,All,627
2018SP,Physical Science--B5008,,Wsch/Ftef,0 Days,All,443.256090315
2018SP,Physical Science--B5008,,Success Rate,0 Days,All,0.759259259
2018SP,Physical Science--B5008,,Sec. Count,0 Days,All,6
2018SP,Physical Science--B5008,,Retention Rate,0 Days,All,0.820987654
2018SP,Physical Science--B5008,,Number Retained,0 Days,All,133
2018SP,Physical Science--B5008,,Ftes/Ftef,0 Days,All,14.771241830
2018SP,Physical Science--B5008,,Current Fill Rate,0 Days,All,0.774193548
2018SP,Physical Science--B5008,,Census Fill Rate,0 Days,All,0.774193548
2018SP,Physical Science--B5008,,Census Enrollment,0 Days,All,144
2018SP,Physical Science--B5008,,Number Successful,0 Days,All,123
2018SP,Physical Science--B5008,,Ftef,0 Days,All,1.683
2018SP,Physical Science--B5008,,Ftes,0 Days,All,24.86
2018SP,Physical Science--B5008,,Enrollment Capacity,0 Days,All,186
2018SP,Physical Science--B5008,,Count of Migrated Data,0 Days,All,6
2018SP,Physical Science--B5008,,Current Enrollment,0 Days,All,144
2018SP,Physical Science--L5008,,Wsch/Ftef,0 Days,All,520.464986774
2018SP,Physical Science--L5008,,Success Rate,0 Days,All,0.755602241
2018SP,Physical Science--L5008,,Sec. Count,0 Days,All,43
2018SP,Physical Science--L5008,,Retention Rate,0 Days,All,0.868347339
2018SP,Physical Science--L5008,,Number Retained,0 Days,All,1240
2018SP,Physical Science--L5008,,Ftes/Ftef,0 Days,All,17.349296951
2018SP,Physical Science--L5008,,Current Fill Rate,0 Days,All,0.871608206
2018SP,Physical Science--L5008,,Census Fill Rate,0 Days,All,0.871608206
2018SP,Physical Science--L5008,,Census Enrollment,0 Days,All,1317
2018SP,Physical Science--L5008,,Number Successful,0 Days,All,1079
2018SP,Physical Science--L5008,,Ftef,0 Days,All,14.366
2018SP,Physical Science--L5008,,Ftes,0 Days,All,249.24
2018SP,Physical Science--L5008,,Enrollment Capacity,0 Days,All,1511
2018SP,Physical Science--L5008,,Count of Migrated Data,0 Days,All,43
2018SP,Physical Science--L5008,,Current Enrollment,0 Days,All,1317
2018SP,Recording Arts--L5006,,Wsch/Ftef,0 Days,All,302.039245864
2018SP,Recording Arts--L5006,,Success Rate,0 Days,All,0.706521739
2018SP,Recording Arts--L5006,,Sec. Count,0 Days,All,10
2018SP,Recording Arts--L5006,,Retention Rate,0 Days,All,0.929347826
2018SP,Recording Arts--L5006,,Number Retained,0 Days,All,171
2018SP,Recording Arts--L5006,,Ftes/Ftef,0 Days,All,10.269334359
2018SP,Recording Arts--L5006,,Current Fill Rate,0 Days,All,0.489855072
2018SP,Recording Arts--L5006,,Census Fill Rate,0 Days,All,0.489855072
2018SP,Recording Arts--L5006,,Census Enrollment,0 Days,All,169
2018SP,Recording Arts--L5006,,Number Successful,0 Days,All,130
2018SP,Recording Arts--L5006,,Ftef,0 Days,All,2.599
2018SP,Recording Arts--L5006,,Ftes,0 Days,All,26.69
2018SP,Recording Arts--L5006,,Enrollment Capacity,0 Days,All,345
2018SP,Recording Arts--L5006,,Count of Migrated Data,0 Days,All,10
2018SP,Recording Arts--L5006,,Current Enrollment,0 Days,All,169
2018SP,Social Science--B5007,,Wsch/Ftef,0 Days,All,522.272727273
2018SP,Social Science--B5007,,Success Rate,0 Days,All,0.746701847
2018SP,Social Science--B5007,,Sec. Count,0 Days,All,11
2018SP,Social Science--B5007,,Retention Rate,0 Days,All,0.910290237
2018SP,Social Science--B5007,,Number Retained,0 Days,All,345
2018SP,Social Science--B5007,,Ftes/Ftef,0 Days,All,17.413636364
2018SP,Social Science--B5007,,Current Fill Rate,0 Days,All,0.824444444
2018SP,Social Science--B5007,,Census Fill Rate,0 Days,All,0.824444444
2018SP,Social Science--B5007,,Census Enrollment,0 Days,All,371
2018SP,Social Science--B5007,,Number Successful,0 Days,All,283
2018SP,Social Science--B5007,,Ftef,0 Days,All,2.2
2018SP,Social Science--B5007,,Ftes,0 Days,All,38.31
2018SP,Social Science--B5007,,Enrollment Capacity,0 Days,All,450
2018SP,Social Science--B5007,,Count of Migrated Data,0 Days,All,11
2018SP,Social Science--B5007,,Current Enrollment,0 Days,All,371
2018SP,Social Science--L5007,,Wsch/Ftef,0 Days,All,546.304347826
2018SP,Social Science--L5007,,Success Rate,0 Days,All,0.744656268
2018SP,Social Science--L5007,,Sec. Count,0 Days,All,45
2018SP,Social Science--L5007,,Retention Rate,0 Days,All,0.889081456
2018SP,Social Science--L5007,,Number Retained,0 Days,All,1539
2018SP,Social Science--L5007,,Ftes/Ftef,0 Days,All,18.207608696
2018SP,Social Science--L5007,,Current Fill Rate,0 Days,All,0.857975623
2018SP,Social Science--L5007,,Census Fill Rate,0 Days,All,0.857975623
2018SP,Social Science--L5007,,Census Enrollment,0 Days,All,1619
2018SP,Social Science--L5007,,Number Successful,0 Days,All,1289
2018SP,Social Science--L5007,,Ftef,0 Days,All,9.2
2018SP,Social Science--L5007,,Ftes,0 Days,All,167.51
2018SP,Social Science--L5007,,Enrollment Capacity,0 Days,All,1887
2018SP,Social Science--L5007,,Count of Migrated Data,0 Days,All,45
2018SP,Social Science--L5007,,Current Enrollment,0 Days,All,1619
2018SP,Student Government--L7003,,Wsch/Ftef,0 Days,All,285.714285714
2018SP,Student Government--L7003,,Success Rate,0 Days,All,0.75
2018SP,Student Government--L7003,,Sec. Count,0 Days,All,1
2018SP,Student Government--L7003,,Retention Rate,0 Days,All,0.85
2018SP,Student Government--L7003,,Number Retained,0 Days,All,17
2018SP,Student Government--L7003,,Ftes/Ftef,0 Days,All,9.548872180
2018SP,Student Government--L7003,,Current Fill Rate,0 Days,All,0.633333333
2018SP,Student Government--L7003,,Census Fill Rate,0 Days,All,0.633333333
2018SP,Student Government--L7003,,Census Enrollment,0 Days,All,19
2018SP,Student Government--L7003,,Number Successful,0 Days,All,15
2018SP,Student Government--L7003,,Ftef,0 Days,All,0.133
2018SP,Student Government--L7003,,Ftes,0 Days,All,1.27
2018SP,Student Government--L7003,,Enrollment Capacity,0 Days,All,30
2018SP,Student Government--L7003,,Count of Migrated Data,0 Days,All,1
2018SP,Student Government--L7003,,Current Enrollment,0 Days,All,19
2018SP,Vocational Technology--L6011,,Wsch/Ftef,0 Days,All,396.472392638
